Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1422981,"June 15, 2019",Louisiana,Shreveport,2500 block of Hollywood Ave,0,4,View Incident View Source
1420933,"June 12, 2019",North Carolina,Charlotte,305 N Graham St,1,3,View Incident View Source
1419305,"June 11, 2019",Colorado,Aurora,12500 block of E Kansas Pl,0,4,View Incident View Source
1420432,"June 11, 2019",Georgia,Savannah,6900 Block of Damascus Rd,2,2,View Incident View Source
1418533,"June 9, 2019",Ohio,Cleveland,17218 Tarkington Ave,1,3,View Incident View Source
1418548,"June 9, 2019",New York,Buffalo,2081 Niagara St,0,4,View Incident View Source
1418457,"June 9, 2019",Tennessee,Henning,265 N Main St,1,3,View Incident View Source
1418180,"June 8, 2019",Washington,White Swan,5151 Medicine Valley Rd,5,2,View Incident View Source
1417570,"June 8, 2019",Illinois,Chicago,3500 block of W North Ave,0,4,View Incident View Source
1417716,"June 7, 2019",Texas,Austin,8220 TX-71,0,5,View Incident View Source
1416374,"June 6, 2019",Illinois,Chicago,2500 block of N Lake Shore Dr,1,3,View Incident View Source
1415399,"June 5, 2019",California,Santa Rosa,828 W 9th Street,0,4,View Incident View Source
1412419,"June 1, 2019",South Carolina,Allendale,473 Main St S,0,5,View Incident View Source
1411598,"June 1, 2019",Illinois,Chicago,300 block of East Chicago Ave,0,4,View Incident View Source
1411408,"June 1, 2019",Virginia,Portsmouth,1100 block of Mt Vernon Ave,1,3,View Incident View Source
1412243,"June 1, 2019",Illinois,Chicago,5600 block of West Madison St,0,4,View Incident View Source
1411963,"June 1, 2019",Georgia,Atlanta,12 Broad Street,0,5,View Incident View Source
1412430,"June 1, 2019",Georgia,Macon,Suzanne Dr and Robinson Dr,2,4,View Incident View Source
1410442,"May 31, 2019",Virginia,Virginia Beach,2405 Courthouse Drive,13,4,View Incident View Source
1411661,"May 31, 2019",California,West Covina,306 N Hollow Ave,1,3,View Incident View Source
1410329,"May 30, 2019",Illinois,Robbins,14000 block of Grace Ave,0,5,View Incident View Source
1408289,"May 29, 2019",Texas,Cleveland,26311 TX-321,3,2,View Incident View Source
1409255,"May 29, 2019",Louisiana,Reserve,300 block of Homewood Place,1,3,View Incident View Source
1407941,"May 27, 2019",Missouri,Saint Louis,5900 block of Goodfellow Blvd,2,2,View Incident View Source
1406330,"May 27, 2019",District of Columbia,Washington,1200 block of Sumner Rd SE,0,5,View Incident View Source
