Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1515128,"September 29, 2019",Florida,Jacksonville,2200 block of Clemente Dr,0,4,View Incident View Source
1517360,"September 29, 2019",Kansas,Claflin,1500 block of NE 100th Rd,0,4,View Incident View Source
1515327,"September 29, 2019",Texas,Beaumont,4100 block of Highland Ave,4,0,View Incident View Source
1511999,"September 24, 2019",Illinois,Chicago,2000 block of South Hoyne Ave,1,3,View Incident View Source
1510411,"September 23, 2019",Indiana,Gary,1600 block of Connecticut St,2,2,View Incident View Source
1509721,"September 22, 2019",Missouri,Kansas City,2111 Television Plaza,0,5,View Incident View Source
1509411,"September 21, 2019",Louisiana,New Orleans,Poland Ave and St. Claude Ave,0,4,View Incident View Source
1508804,"September 21, 2019",South Carolina,Lancaster,1399 Old Charlotte Rd,2,8,View Incident View Source
1509510,"September 21, 2019",Indiana,Indianapolis,101 W Maryland St,0,6,View Incident View Source
1512486,"September 21, 2019",Ohio,Cleveland,3616 East 144th St,4,0,View Incident View Source
1508859,"September 20, 2019",Louisiana,New Orleans,Canal Blvd and City Park Ave,1,5,View Incident View Source
1507939,"September 19, 2019",District of Columbia,Washington,1300 block of Columbia Rd NW,1,5,View Incident View Source
1507156,"September 18, 2019",Illinois,Chicago,4200 block of W Madison St,3,1,View Incident View Source
1507092,"September 18, 2019",California,Wilmington,800 block of Bayview Ave,2,2,View Incident View Source
1505354,"September 16, 2019",Wyoming,Cheyenne,3436 E 11th St,2,2,View Incident View Source
1504030,"September 14, 2019",Missouri,Saint Louis,5200 block of Tennessee Ave,1,3,View Incident View Source
1504012,"September 14, 2019",California,Oakland,38th Ave and MacArthur Blvd,1,4,View Incident View Source
1504387,"September 14, 2019",Georgia,Lagrange,1400 block of Elm St,0,4,View Incident View Source
1503207,"September 12, 2019",New Mexico,Albuquerque,1919 Ladera Dr NW,1,4,View Incident View Source
1503192,"September 12, 2019",New Mexico,Albuquerque,1028 Lura Pl SW,4,2,View Incident View Source
1501350,"September 10, 2019",Illinois,Chicago,2200 block of W Maypole Ave,0,4,View Incident View Source
1499460,"September 8, 2019",South Carolina,Sumter,1083 Broad St,2,2,View Incident View Source
1500098,"September 8, 2019",Louisiana,Alexandria,2900 block of Cypress St,1,3,View Incident View Source
1499300,"September 7, 2019",North Carolina,Whiteville,Brittany Ln,3,1,View Incident View Source
1497702,"September 4, 2019",Louisiana,Marrero,3044 Sorbonne Dr,2,2,View Incident View Source
